,Ave AirTemp (degC),Ave Humidity (%),Min WndSpd (m/s),Ave WndSpd (m/s),Max WndSpd (m/s),Ave WndDir (deg),Ave Sigma (deg),Total Rain (mm),Ave GSR (w/m�),Min Battery (V),Ave Battery (V),Max Battery (V),Ave DeltaT (degC)
20140926014500,20.3,65.7,0,1.19,2.83,202.3,59.8,0,397,13.8,13.8,13.8,4.1
20140926015000,20.5,64.6,0,0.83,2.38,201.8,49,0,242,13.8,13.8,13.8,4.3
20140926015500,20.5,63.6,0.14,0.92,2.98,225,79.9,0,126,13.8,13.8,13.8,4.4
20140926020000,20.4,63.8,0,0.96,2.83,230.4,44.2,0,109,13.8,13.8,13.8,4.4
20140926020500,20.3,64.1,0,0.91,2.68,176.5,54.2,0,152,13.5,13.8,13.8,4.3
20140926021000,20.2,63.9,0,1.2,4.32,206.4,49.7,0,159,13.8,13.8,13.8,4.3
20140926021500,20.1,63.9,0,1.06,3.28,277,44,0,178,13.8,13.8,13.9,4.3
20140926022000,20.2,63.1,0.14,1.14,3.13,258.4,59.6,0,192,13.8,13.9,13.9,4.4
20140926022500,20.3,62.5,0,1.23,5.37,265.3,42.1,0,158,13.8,13.8,13.9,4.5
20140926023000,20.2,62.3,0.14,1.12,3.58,259.6,44.5,0,145,13.8,13.9,13.9,4.5
20140926023500,20.3,61.9,0.14,1.31,4.03,235.5,48.6,0,241,13.8,13.9,13.9,4.6
20140926024000,20.3,61.6,0,1.11,4.77,276,65.3,0,199,13.8,13.9,13.9,4.6
20140926024500,20.2,61.9,0.29,1.52,3.87,285.2,35.6,0,170,13.8,13.9,13.9,4.6
20140926025000,20,62.6,0.29,1.63,4.32,284.8,21.6,0,193,13.8,13.9,13.9,4.5
20140926025500,19.9,62.4,0.14,1.27,3.28,271.3,28,0,160,13.8,13.8,13.9,4.5
20140926030000,19.9,62.3,0.29,1.46,5.07,275,31.3,0,166,13.8,13.9,13.9,4.5
20140926030500,20.1,60.7,0,1.36,4.92,287.1,26.4,0,298,13.8,13.9,13.9,4.7
20140926031000,20.1,59.8,0.14,1.1,3.73,266.7,31.1,0,263,13.9,13.9,13.9,4.9
20140926031500,20.3,59.4,0,0.96,3.43,256.2,28,0,221,13.9,13.9,13.9,4.9
20140926032000,20.2,59.9,0,0.64,2.38,248.1,39.8,0,209,13.8,13.9,13.9,4.9
20140926032500,20.6,59,0,0.55,1.79,256.6,5.2,0,307,13.8,13.8,13.8,5
20140926033000,20.6,58.6,0,0.69,2.83,304.8,69.1,0,263,13.8,13.8,13.8,5.1
20140926033500,20.8,57.6,0,0.43,1.34,227.8,23,0,261,13.8,13.8,13.8,5.3
20140926034000,20.9,56.6,0,0.8,3.13,255.9,42.8,0,190,13.8,13.8,13.8,5.4
20140926034500,20.6,55.3,0,1.18,3.28,268.7,43.1,0,271,13.8,13.8,13.8,5.5
20140926035000,20.7,55.2,0,1.16,3.43,254.7,40.8,0,239,13.8,13.8,13.8,5.6
20140926035500,20.9,54.5,0,0.66,2.68,262.1,26.1,0,444,13.8,13.8,13.8,5.7
20140926040000,21.3,53.3,0,0.78,3.43,288.5,41.7,0,404,13.8,13.8,13.8,5.9
20140926040500,21.1,54.1,0,0.7,2.38,183.5,85.7,0,124,13.5,13.8,13.8,5.8
20140926041000,20.9,54.8,0,0.75,2.53,353.2,91.2,0,137,13.8,13.8,13.8,5.7
20140926041500,20.7,54.7,0,0.74,2.24,226.4,79.5,0,175,13.8,13.8,13.8,5.6
20140926042000,20.7,53.6,0,1.06,3.43,292.4,24.5,0,344,13.8,13.8,13.8,5.8
20140926042500,21,51.9,0,0.84,2.68,269.6,39.8,0,322,13.8,13.8,13.8,6.1
20140926043000,21.2,50.4,0,0.92,3.43,266.5,64.8,0,306,13.8,13.8,13.8,6.3
20140926043500,21.2,49.4,0,0.87,2.98,202.5,40.3,0,296,13.8,13.8,13.8,6.5
20140926044000,21.3,48.8,0,0.61,2.98,237.3,40.2,0,289,13.8,13.8,13.8,6.6
20140926044500,21.5,47.7,0,1.14,3.43,236.3,66.5,0,317,13.8,13.8,13.8,6.8
20140926045000,21.4,48.1,0,0.74,2.38,293.1,56.5,0,321,13.8,13.8,13.8,6.7
20140926045500,21.8,47.7,0,0.66,1.93,236.6,68.2,0,315,13.8,13.8,13.8,6.8
20140926050000,21.6,48.3,0,0.62,2.53,255.8,39.9,0,279,13.8,13.8,13.8,6.7
20140926050500,21.8,48,0,0.67,2.53,213.6,21.8,0,286,13.8,13.8,13.8,6.8
20140926051000,21.6,47.8,0.29,1.33,3.73,270.2,47,0,244,13.8,13.8,13.8,6.8
20140926051500,21.5,47.8,0,0.75,2.83,231,33.4,0,227,13.8,13.8,13.8,6.8
20140926052000,21.6,47.9,0,0.9,3.43,248.6,41.8,0,193,13.8,13.8,13.8,6.8
20140926052500,21.1,49.5,0,1.85,4.92,274.4,19,0,79,13.8,13.8,13.8,6.4
20140926053000,20.8,50.2,0.14,1.31,2.98,283,16.3,0,52,13.6,13.6,13.8,6.3
20140926053500,20.7,50.5,0,0.81,1.79,276.1,7.3,0,48,13.5,13.5,13.6,6.2
20140926054000,20.6,51.2,0,0.53,2.08,280.2,3.6,0,48,13.5,13.5,13.5,6.1
20140926054500,20.5,51.8,0,1.12,2.68,284.4,9,0,40,13.4,13.4,13.5,6
20140926055000,20.4,52.3,0.14,1.38,2.83,288,17,0,39,13.4,13.4,13.4,5.9
20140926055500,20.3,52.6,0,1.46,3.58,280.2,20,0,39,13.4,13.4,13.4,5.9
20140926060000,20.3,52.7,0.59,1.74,4.03,288.4,14.3,0,34,13.4,13.4,13.4,5.8
20140926060500,20.2,52.8,0,1.2,3.43,288.4,11,0,28,13.3,13.3,13.4,5.8
20140926061000,20.2,52.4,0,1.55,3.28,297.1,21.5,0,27,13.3,13.3,13.3,5.9
20140926061500,20.2,52.2,0,0.92,1.93,299,21.2,0,24,13.3,13.3,13.3,5.9
20140926062000,20.2,51.7,0,1.19,2.98,301.4,11.9,0,20,13.3,13.3,13.3,6
20140926062500,20.1,51.2,0,1.12,3.43,282.6,20.7,0,18,13.3,13.3,13.3,6
20140926063000,20,51.2,0,0.84,2.98,284.7,5.5,0,14,13.3,13.3,13.3,6
20140926063500,20,51,0,0.39,1.49,287.8,0,0,9,13.2,13.3,13.3,6
20140926064000,19.9,51.5,0,0.33,1.34,287.4,0,0,6,13.2,13.3,13.3,5.9
20140926064500,19.8,51.2,0,0.32,1.04,287.8,0,0,5,13.2,13.2,13.3,6
20140926065000,19.8,51.2,0,0.12,0.59,287.8,0,0,2,13.2,13.2,13.2,6
20140926065500,19.8,50.9,0,0.25,0.74,287.8,0,0,1,13.2,13.2,13.2,6
20140926070000,19.7,51.2,0,0.14,0.59,287.8,0,0,1,13.2,13.2,13.2,6
20140926070500,19.7,51.1,0,0.19,0.74,287.8,0,0,1,13.1,13.2,13.2,6
20140926071000,19.6,51.2,0,0.25,0.74,287.8,0,0,1,13.2,13.2,13.2,5.9
20140926071500,19.6,51.5,0,0.12,0.59,287.8,0,0,1,13.2,13.2,13.2,5.9
20140926072000,19.5,51.8,0,0.21,0.74,287.8,0,0,1,13.2,13.2,13.2,5.8
20140926072500,19.5,52.1,0,0.04,0.44,287.8,0,0,1,13.2,13.2,13.2,5.8
20140926073000,19.4,52.6,0,0.06,0.29,287.8,0,0,1,13.2,13.2,13.2,5.7
20140926073500,19.3,52.7,0,0.11,0.29,287.8,0,0,1,13.2,13.2,13.2,5.7
20140926074000,19.4,52.5,0,0.08,0.44,287.8,0,0,1,13.2,13.2,13.2,5.7
20140926074500,19.3,53.4,0,0.05,0.44,287.8,0,0,1,13.2,13.2,13.2,5.6
20140926075000,19,54.5,0,0.1,0.29,287.8,0,0,1,13.2,13.2,13.2,5.4
20140926075500,19.1,53.8,0,0.06,0.29,287.8,0,0,1,13.2,13.2,13.2,5.5
20140926080000,19.3,53,0,0.08,0.44,287.8,0,0,1,13.2,13.2,13.2,5.6
20140926080500,19.4,52.9,0,0.06,0.29,287.8,0,0,1,13.1,13.2,13.2,5.7
20140926081000,19.4,53.3,0,0.12,0.44,287.8,0,0,1,13.2,13.2,13.2,5.6
20140926081500,19.4,53.5,0,0.12,0.44,287.8,0,0,1,13.2,13.2,13.2,5.6
20140926082000,19.3,54,0,0.06,0.29,287.8,0,0,1,13.2,13.2,13.2,5.5
20140926082500,19.2,54.7,0,0.15,0.59,287.8,0,0,1,13.2,13.2,13.2,5.4
20140926083000,19.2,54.9,0,0.03,0.29,287.8,0,0,1,13.2,13.2,13.2,5.4
20140926083500,19,54.7,0,0.08,0.29,287.8,0,0,1,13.2,13.2,13.2,5.4
20140926084000,19,55.7,0,0.12,0.44,287.8,0,0,1,13.2,13.2,13.2,5.2
20140926084500,18.9,55.7,0,0.11,0.44,287.8,0,0,1,13.2,13.2,13.2,5.2
20140926085000,19,55.1,0,0.03,0.29,287.8,0,0,1,13.2,13.2,13.2,5.3
20140926085500,19.1,55.3,0,0.02,0.29,287.8,0,0,1,13.2,13.2,13.2,5.3
20140926090000,19.1,55.5,0,0.1,0.44,287.8,0,0,1,13.2,13.2,13.2,5.3
20140926090500,19.1,56.2,0,0.04,0.29,287.8,0,0,1,13.1,13.2,13.2,5.2
20140926091000,19.1,56.3,0,0.09,0.44,287.8,0,0,1,13.2,13.2,13.2,5.2
20140926091500,19.2,56.3,0,0.12,0.44,287.8,0,0,1,13.2,13.2,13.2,5.2
20140926092000,19.1,56.4,0,0.05,0.29,287.8,0,0,1,13.2,13.2,13.2,5.2
20140926092500,19.1,56.8,0,0.03,0.14,287.8,0,0,1,13.2,13.2,13.2,5.1
20140926093000,19.1,57.2,0,0.07,0.29,287.8,0,0,1,13.2,13.2,13.2,5.1
20140926093500,19,57.9,0,0.03,0.29,287.8,0,0,1,13.2,13.2,13.2,5
20140926094000,18.9,58.4,0,0.04,0.29,287.8,0,0,1,13.2,13.2,13.2,4.9
20140926094500,18.9,58.2,0,0.03,0.29,287.8,0,0,1,13.2,13.2,13.2,4.9
20140926095000,18.8,59.9,0,0.14,1.34,269.9,14.4,0,1,13.2,13.2,13.2,4.7
20140926095500,18.7,61.2,0,0.1,1.34,257.2,0,0,1,13.2,13.2,13.2,4.5
20140926100000,18.6,61.7,0,0.17,1.04,257.2,0,0,1,13.2,13.2,13.2,4.4
20140926100500,18.5,61.9,0,0.14,1.19,248.6,17.1,0,1,13.1,13.1,13.2,4.4
20140926101000,18.4,62.1,0,0.21,1.19,210.5,4.6,0,1,13.2,13.2,13.2,4.3
20140926101500,18.3,62.6,0,0.09,0.44,192.4,0,0,1,13.1,13.2,13.2,4.3
20140926102000,18.3,62.5,0,0.12,1.19,192.4,0,0,1,13.2,13.2,13.2,4.3
20140926102500,18.3,62.5,0,0.28,1.04,192.7,0,0,1,13.2,13.2,13.2,4.3
20140926103000,18.2,63.3,0,0.14,0.44,192.6,0,0,1,13.2,13.2,13.2,4.2
20140926103500,18.1,63.8,0,0.18,0.59,192.6,0,0,1,13.1,13.2,13.2,4.1
20140926104000,17.9,64.5,0,0.06,0.44,192.6,0,0,1,13.2,13.2,13.2,4
20140926104500,17.9,64.5,0,0.27,1.34,242.9,34.8,0,1,13.2,13.2,13.2,4
20140926105000,18,64.5,0,0.19,0.89,265.8,0,0,1,13.1,13.2,13.2,4
20140926105500,18,64.8,0,0.25,0.74,265.8,0,0,1,13.1,13.2,13.2,4
20140926110000,18,65.2,0,0.31,1.19,265.8,0,0,1,13.1,13.2,13.2,3.9
20140926110500,17.9,65.6,0,0.45,1.34,265.8,0,0,1,13.1,13.1,13.2,3.9
20140926111000,18,65.8,0,0.08,0.59,265.8,0,0,1,13.1,13.2,13.2,3.8
20140926111500,17.9,66.2,0,0.28,1.04,265.8,0,0,1,13.1,13.2,13.2,3.8
20140926112000,17.9,66.3,0,0.59,1.93,267.9,2.9,0,1,13.1,13.1,13.2,3.8
20140926112500,17.9,66.3,0,0.27,0.89,278.3,0,0,1,13.1,13.1,13.2,3.8
20140926113000,17.9,66.6,0,0.31,1.04,278.3,0,0,1,13.1,13.1,13.2,3.7
20140926113500,17.8,66.7,0,0.63,1.49,279.9,0,0,1,13.2,13.2,13.2,3.7
20140926114000,17.8,66.5,0,0.78,1.79,284.8,5.2,0,1,13.2,13.2,13.2,3.7
20140926114500,17.8,66.5,0,0.7,1.93,290.5,0,0,1,13.2,13.2,13.2,3.7
20140926115000,17.8,66.8,0,0.21,0.89,290.9,0,0,1,13.1,13.1,13.1,3.7
20140926115500,17.8,66.8,0,0.24,0.74,290.9,0,0,1,13.1,13.1,13.1,3.7
20140927000000,17.8,66.7,0,0.31,1.19,290.9,0,0,1,13.1,13.1,13.1,3.7
20140927000500,17.8,67.1,0,0.15,1.04,290.9,0,0,1,13,13.1,13.1,3.7
20140927001000,17.7,67.4,0,0.21,1.49,290.1,0.7,0,1,13.1,13.1,13.1,3.6
20140927001500,17.7,67.4,0,0.43,1.63,268.5,0,0,1,13.1,13.1,13.1,3.6
20140927002000,17.7,67.5,0,0.04,0.44,270,0,0,1,13.1,13.1,13.1,3.6
20140927002500,17.7,67.7,0,0.19,1.04,270,0,0,1,13.1,13.1,13.1,3.6
20140927003000,17.6,68.1,0,0.09,0.44,270,0,0,1,13.1,13.1,13.1,3.5
20140927003500,17.6,67.9,0,0.14,1.04,270,0,0,1,13.1,13.1,13.1,3.6
20140927004000,17.6,67.6,0,0.58,1.49,270.2,0,0,1,13.1,13.1,13.1,3.6
20140927004500,17.6,67.8,0,0.4,1.19,277.9,0,0,1,13.1,13.1,13.1,3.6
20140927005000,17.5,68.2,0,0.49,1.34,277.9,0,0,1,13.1,13.1,13.1,3.5
20140927005500,17.5,68.2,0,0.34,1.19,278,0.7,0,1,13.1,13.1,13.1,3.5
20140927010000,17.5,68.1,0,0.3,0.89,278,0.7,0,1,13.1,13.1,13.1,3.5
20140927010500,17.5,68.5,0,0.28,0.89,278,0.7,0,1,13,13.1,13.1,3.5
20140927011000,17.5,68.5,0,0.34,1.19,277.9,0,0,1,13.1,13.1,13.1,3.5
20140927011500,17.5,68.5,0,0.41,1.93,281.4,6.3,0,1,13.1,13.1,13.1,3.5
20140927012000,17.5,68.4,0,0.5,1.93,289.7,1.2,0,1,13.1,13.1,13.1,3.5
20140927012500,17.5,68.4,0,0.48,1.49,286.6,0,0,1,13.1,13.1,13.1,3.5
20140927013000,17.5,68.6,0,0.39,1.04,286.4,0,0,1,13.1,13.1,13.1,3.5
20140927013500,17.5,68.7,0,0.45,0.89,286.4,0,0,1,13.1,13.1,13.1,3.4
20140927014000,17.4,68.9,0,0.34,0.74,286.4,0,0,1,13.1,13.1,13.1,3.4
20140927014500,17.4,69.2,0,0.23,0.74,286.4,0,0,1,13.1,13.1,13.1,3.4
20140927015000,17.4,69.1,0,0.19,0.59,286.4,0,0,1,13.1,13.1,13.1,3.4
20140927015500,17.3,69.3,0,0.21,1.19,286.4,0,0,1,13.1,13.1,13.1,3.4
20140927020000,17.3,69.6,0,0.1,0.59,286.4,0,0,1,13.1,13.1,13.1,3.3
20140927020500,17.3,69.8,0,0.16,0.59,286.4,0,0,1,13,13.1,13.1,3.3
20140927021000,17.2,70.1,0,0.29,1.04,286.4,0,0,1,13.1,13.1,13.1,3.3
20140927021500,17.2,70.4,0,0.25,1.04,286.4,0,0,1,13.1,13.1,13.1,3.2
20140927022000,17.2,70.6,0,0.19,0.74,286.4,0,0,1,13.1,13.1,13.1,3.2
20140927022500,17.1,70.8,0,0.61,3.43,293.8,16.8,0,1,13.1,13.1,13.1,3.2
20140927023000,17.1,71,0,0.74,2.38,316.9,10.8,0,1,13.1,13.1,13.1,3.1
20140927023500,17,71.4,0,0.35,1.04,322.9,0,0,1,13.1,13.1,13.1,3.1
20140927024000,17,71.7,0,0.69,2.08,326.4,20.9,0,1,13.1,13.1,13.1,3.1
20140927024500,16.9,72,0,0.59,1.49,337.1,13.4,0,1,13.1,13.1,13.1,3
20140927025000,16.8,72.4,0,0.28,0.89,328.5,0,0,1,13.1,13.1,13.1,3
20140927025500,16.8,72.6,0,0.6,1.63,329.8,5.5,0,1,13.1,13.1,13.1,2.9
20140927030000,16.8,72.5,0,0.49,1.49,343.6,3.9,0,1,13.1,13.1,13.1,2.9
20140927030500,16.7,72.7,0,0.28,1.04,342.8,1.3,0,1,13,13.1,13.1,2.9
20140927031000,16.7,72.7,0,0.25,0.89,342.8,1.3,0,1,13.1,13.1,13.1,2.9
20140927031500,16.7,72.9,0,0.1,0.59,342.8,1.3,0,1,13.1,13.1,13.1,2.9
20140927032000,16.6,73.1,0,0.07,0.44,342.8,1.3,0,1,13.1,13.1,13.1,2.9
20140927032500,16.6,73.4,0,0.25,1.34,342.8,1.3,0,1,13.1,13.1,13.1,2.8
20140927033000,16.6,72.8,0,0.35,0.89,342.8,1.3,0,1,13.1,13.1,13.1,2.9
20140927033500,16.6,72.2,0,0.36,0.89,342.8,1.3,0,1,13.1,13.1,13.1,3
20140927034000,16.6,71.6,0,0.15,0.59,342.8,1.3,0,1,13.1,13.1,13.1,3
20140927034500,16.5,70.1,0,0.25,0.59,342.8,1.3,0,1,13.1,13.1,13.1,3.2
20140927035000,16.5,69.2,0,0.24,0.74,342.8,1.3,0,1,13.1,13.1,13.1,3.3
20140927035500,16.5,68.5,0,0.32,0.89,342.8,1.3,0,1,13.1,13.1,13.1,3.4
20140927040000,16.4,68.2,0,0.18,0.59,342.8,1.3,0,1,13,13,13.1,3.4
20140927040500,16.4,68.3,0,0.19,0.59,342.8,1.3,0,1,12.9,13,13.1,3.4
20140927041000,16.3,68.7,0,0.07,0.44,342.8,1.3,0,1,13,13,13.1,3.3
20140927041500,16.3,68.8,0,0.04,0.44,342.8,1.3,0,1,13,13,13.1,3.3
20140927042000,16.2,67.9,0,0.39,1.19,342.8,1.3,0,1,13,13,13.1,3.4
20140927042500,16.4,66.2,0,0.41,1.19,342.8,1.3,0,1,13,13,13.1,3.6
20140927043000,16.3,67.4,0,0.07,0.44,342.8,1.3,0,1,13,13,13.1,3.5
20140927043500,16.1,68.5,0,0.26,0.74,342.8,1.3,0,1,13,13,13.1,3.3
20140927044000,16.1,68.5,0,0.21,0.59,342.8,1.3,0,1,13,13,13,3.3
20140927044500,16.1,68.8,0,0.28,0.89,342.8,1.3,0,1,13,13,13,3.3
20140927045000,16,68.7,0,0.16,0.59,342.8,1.3,0,1,13,13,13,3.3
20140927045500,15.9,69.1,0,0.07,0.29,342.8,1.3,0,1,13,13,13,3.2
20140927050000,15.8,69.6,0,0.13,0.44,342.8,1.3,0,1,13,13,13,3.2
20140927050500,15.7,70.5,0,0,0.14,342.8,1.3,0,1,12.9,13,13,3.1
20140927051000,15.5,71.5,0,0,0.14,342.8,1.3,0,1,13,13,13,2.9
20140927051500,15.4,72.2,0,0.02,0.29,342.8,1.3,0,1,13,13,13,2.9
20140927052000,15.6,71.5,0,0.05,0.29,342.8,1.3,0,1,13,13,13,3
20140927052500,15.5,71.7,0,0.08,0.44,342.8,1.3,0,1,13,13,13,2.9
20140927053000,15.7,70.6,0,0.45,0.89,342.8,1.3,0,1,13,13,13,3.1
20140927053500,15.7,70.2,0,0.4,0.89,342.8,1.3,0,1,13,13,13,3.1
20140927054000,15.5,70.8,0,0.38,0.89,342.8,1.3,0,1,13,13,13,3
20140927054500,15.5,72.5,0,0.05,0.29,342.8,1.3,0,1,13,13,13,2.8
20140927055000,15.3,74.3,0,0.12,0.44,342.8,1.3,0,1,12.9,13,13,2.6
20140927055500,15.3,74.8,0,0.13,0.59,342.8,1.3,0,1,13,13,13,2.6
20140927060000,15.3,74.5,0,0.07,0.29,342.8,1.3,0,1,13,13,13,2.6
20140927060500,15.2,74.7,0,0.01,0.44,342.8,1.3,0,1,12.8,12.9,13,2.6
20140927061000,15.2,74.2,0,0.14,0.59,342.8,1.3,0,1,13,13,13,2.6
20140927061500,15.3,73.2,0,0.14,0.44,342.8,1.3,0,1,13,13,13,2.7
20140927062000,15.4,72.6,0,0.06,0.44,342.8,1.3,0,1,12.9,13,13,2.8
20140927062500,15.4,72.8,0,0.1,0.59,342.8,1.3,0,1,12.9,13,13,2.8
20140927063000,15.5,72.4,0,0.01,0.29,342.8,1.3,0,1,12.9,13,13,2.8
20140927063500,15.5,72.7,0,0.01,0.14,342.8,1.3,0,1,12.9,13,13,2.8
20140927064000,15.5,72.8,0,0.12,0.59,342.8,1.3,0,1,12.9,12.9,13,2.8
20140927064500,15.5,73.4,0,0.17,0.59,342.8,1.3,0,1,12.9,12.9,12.9,2.7
20140927065000,15.6,74.6,0,0.29,1.19,342.8,1.3,0,1,12.9,12.9,12.9,2.6
20140927065500,15.5,75.3,0,0.02,0.14,342.8,1.3,0,1,12.9,12.9,12.9,2.5
20140927070000,15.4,75.9,0,0.05,0.29,342.8,1.3,0,2,12.9,12.9,12.9,2.5
20140927070500,15.3,77,0,0.03,0.29,342.8,1.3,0,3,12.8,12.9,12.9,2.3
20140927071000,15.2,77.6,0,0,0.14,342.8,1.3,0,6,12.9,12.9,12.9,2.3
20140927071500,15.2,77.6,0,0,0.14,342.8,1.3,0,9,12.9,12.9,12.9,2.3
20140927072000,15.3,77.7,0,0,0.14,342.8,1.3,0,12,12.9,12.9,12.9,2.3
20140927072500,15.3,77.1,0,0.19,0.44,342.8,1.3,0,16,12.9,12.9,12.9,2.3
20140927073000,15.4,76.3,0,0.01,0.14,342.8,1.3,0,19,12.9,12.9,13,2.4
20140927073500,15.5,76.2,0,0.01,0.14,342.8,1.3,0,23,12.9,13,13,2.4
20140927074000,15.5,76.1,0,0.03,0.29,342.8,1.3,0,29,13,13,13,2.4
20140927074500,15.5,75.6,0,0,0.14,342.8,1.3,0,34,13,13,13,2.5
20140927075000,15.6,75.2,0,0.02,0.14,342.8,1.3,0,40,13,13,13,2.6
20140927075500,15.6,75.1,0,0.03,0.29,342.8,1.3,0,42,13,13,13,2.6
20140927080000,15.7,75.3,0,0.04,0.14,342.8,1.3,0,46,13,13,13.1,2.5
20140927080500,15.7,75.2,0,0.13,0.44,342.8,1.3,0,51,12.9,13,13.1,2.6
20140927081000,15.6,74.2,0,0.22,0.74,342.8,1.3,0,55,13.1,13.1,13.1,2.7
20140927081500,15.8,72.7,0,0.16,0.59,342.8,1.3,0,65,13.1,13.2,13.2,2.8
20140927082000,16,72.8,0,0.19,0.89,342.8,1.3,0,63,13.2,13.2,13.2,2.8
20140927082500,15.9,72.6,0,0.16,0.89,342.8,1.3,0,70,13.2,13.2,13.3,2.9
20140927083000,16.1,72.7,0,0.12,0.89,342.6,3.2,0,73,13.3,13.3,13.3,2.9
20140927083500,16.2,71.1,0,0.08,0.59,342.8,1.3,0,74,13.3,13.3,13.3,3.1
20140927084000,16.4,70.7,0,0.56,2.08,7.8,72.7,0,80,13.3,13.3,13.4,3.1
20140927084500,16.3,71.8,0,0.52,1.63,116.5,12.4,0,80,13.3,13.4,13.4,3
20140927085000,16.3,72.3,0,0.37,1.34,149.8,0,0,81,13.3,13.4,13.4,2.9
20140927085500,16.2,72.7,0,0.25,0.74,149.8,0,0,81,13.4,13.4,13.4,2.9
20140927090000,16.2,73.1,0,0.36,1.19,148.5,0,0,85,13.4,13.4,13.5,2.8
20140927090500,16.1,72.6,0,0.68,1.63,135.8,9.2,0,90,13.3,13.4,13.5,2.9
20140927091000,16.1,72.7,0,0.36,0.89,129,1.8,0,92,13.5,13.5,13.5,2.9
20140927091500,16.2,72.3,0,0.41,1.19,127.7,0,0,98,13.5,13.5,13.5,2.9
20140927092000,16.3,71.4,0,0.41,1.19,127.6,1.4,0,99,13.5,13.5,13.6,3
20140927092500,16.2,71.3,0.14,0.92,2.24,124.3,7.3,0,105,13.5,13.6,13.6,3
20140927093000,16,72,0.44,1.12,1.79,109.5,4.7,0,107,13.6,13.6,13.6,2.9
20140927093500,16.1,72.2,0.14,1.02,1.79,137.5,18.4,0,112,13.6,13.6,13.6,2.9
20140927094000,16.2,72,0,0.78,1.93,145.6,8.6,0,117,13.6,13.6,13.7,3
20140927094500,16.2,72.3,0,0.59,1.49,143.5,1.6,0,117,13.7,13.7,13.7,2.9
20140927095000,16.4,72.1,0,0.46,1.19,142.4,1.4,0,123,13.6,13.6,13.7,3
20140927095500,16.5,71.5,0,0.15,0.74,141.7,1.8,0,128,13.7,13.7,13.7,3
20140927100000,16.6,71.1,0,0.14,0.74,141.7,1.8,0,138,13.7,13.7,13.7,3.1
20140927100500,16.7,70.8,0,0.16,0.59,141.7,1.8,0,146,13.6,13.7,13.7,3.1
20140927101000,16.8,70.2,0,0.23,0.89,141.7,1.8,0,160,13.7,13.7,13.8,3.2
20140927101500,16.9,69.9,0,0.15,0.74,141.7,1.8,0,163,13.7,13.7,13.8,3.3
20140927102000,17,69.6,0,0.09,0.44,141.7,1.8,0,171,13.7,13.8,13.8,3.3
20140927102500,17.2,69,0,0.04,0.29,141.7,1.8,0,174,13.7,13.8,13.8,3.4
20140927103000,17.4,68.7,0,0.25,1.34,141.7,1.8,0,184,13.8,13.8,13.8,3.4
20140927103500,17.4,68.3,0,0.21,0.74,141.7,1.8,0,187,13.8,13.8,13.8,3.5
20140927104000,17.6,67.4,0,0.36,1.19,141.7,1.8,0,191,13.8,13.8,13.8,3.6
20140927104500,17.7,66.9,0,0.52,1.19,141.7,1.8,0,188,13.8,13.8,13.8,3.7
20140927105000,17.8,67.1,0,0.33,1.04,141.7,1.8,0,185,13.8,13.8,13.8,3.7
20140927105500,18,66.2,0,0.13,0.89,141.7,1.8,0,196,13.8,13.8,13.8,3.8
20140927110000,18.1,65.2,0,0.25,1.19,141.7,1.8,0,208,13.8,13.9,13.9,3.9
20140927110500,18.3,65.4,0,0.22,0.89,141.7,1.8,0,233,13.7,13.9,13.9,3.9
20140927111000,18.4,64.6,0,0.26,1.34,141.7,1.8,0,246,13.9,13.9,13.9,4
20140927111500,18.2,64.6,0,0.76,1.63,140.4,0.6,0,247,13.9,13.9,13.9,4
20140927112000,18.4,64.4,0,0.12,0.59,139.7,0,0,257,13.9,13.9,13.9,4.1
20140927112500,18.7,62.9,0,0.2,0.89,139.7,0,0,267,13.9,13.9,13.9,4.3
20140927113000,18.7,63.1,0,0.34,0.89,139.3,0,0,280,13.9,13.9,13.9,4.3
20140927113500,18.7,62.6,0,0.46,1.49,156.9,79.6,0,298,13.9,13.9,13.9,4.3
20140927114000,18.7,61.7,0,0.55,1.93,332,27.1,0,314,13.8,13.9,13.9,4.4
20140927114500,18.7,61.6,0,0.54,1.34,359.4,7.2,0,347,13.8,13.8,13.9,4.4
20140927115000,18.9,61.1,0,0.44,1.49,324.1,25.8,0,376,13.8,13.8,13.9,4.5
20140927115500,19.2,59.8,0,0.34,1.49,302.8,0,0,398,13.8,13.8,13.8,4.7
20140927000000,19.5,58.9,0,0.57,2.24,307.9,8.4,0,407,13.8,13.8,13.8,4.9
20140927000500,19.3,57.9,0.14,0.81,2.38,349.6,32.6,0,471,13.8,13.8,13.8,5
20140927001000,19.1,58.6,0,0.79,2.83,338.3,25.4,0,395,13.8,13.8,13.8,4.9
20140927001500,19.5,57.6,0,0.63,1.49,356.1,12.9,0,417,13.8,13.8,13.8,5.1
20140927002000,19.6,57,0.14,0.59,1.34,62.1,44.1,0,395,13.8,13.8,13.8,5.2
20140927002500,20,56,0.14,1.18,2.68,127.5,14.9,0,367,13.8,13.8,13.8,5.4
20140927003000,19.6,58.2,0.14,1.51,3.58,117,11.6,0,369,13.8,13.8,13.8,5
20140927003500,19.6,58.9,0.59,2.36,3.73,134.4,17.3,0,376,13.8,13.8,13.8,4.9
20140927004000,19.6,59.2,0.14,1.4,2.98,123.2,11,0,364,13.8,13.8,13.8,4.9
20140927004500,19.8,59.2,0,1.45,2.98,125.5,18.5,0,366,13.8,13.8,13.8,4.9
